var_readable,var_topic,var_pretty,var_database,data_source_label,is_demographics,is_community_living,is_community_participation,is_work_economic,display,display_type,national_dropdown_label,national_summary_text,var_base,var_coding,universe_note,pct_definition
pop_cni_18to64_poverty_dis,Below Poverty Line Age 18-64,"# WITH Disabilities Age 18 - 64, Living Below Poverty Level",C18130_011,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,NA,below_poverty_18to64,neg,,
pct_cni_18to64_poverty_dis,Below Poverty Line Age 18-64,"% WITH Disabilities Age 18 - 64, Living Below Poverty Level",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,"Poverty: Living Below Poverty Line, Age 18-64","The U.S. Census Bureau defines living below the poverty threshold as making less than $17,196 for one person, $23,011 for a couple or $26,172 for a family of 4. Poverty status is not determined for people in institutions.",below_poverty_pct_18to64,neg,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 18 to 64 for whom the Census Bureau determines poverty status. Figures compare people with and without disabilities on whether their family income falls below the federal poverty threshold.","Of the state's civilian noninstitutionalized population with disabilities ages 18 to 64 for whom poverty status is determined, the share whose income in the past 12 months was below the federal poverty level."
pop_cni_18to64_poverty_nodis,Below Poverty Line Age 18-64,"# WITHOUT Disabilities Age 18 - 64, Living Below Poverty Level",C18130_014,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,NA,below_poverty_18to64,neg,,
pct_cni_18to64_poverty_nodis,Below Poverty Line Age 18-64,"% WITHOUT Disabilities Age 18 - 64, Living Below Poverty Level",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,"The U.S. Census Bureau defines living below the poverty threshold as making less than $17,196 for one person, $23,011 for a couple or $26,172 for a family of 4. Poverty status is not determined for people in institutions.",below_poverty_pct_18to64,neg,,"Of the state's civilian noninstitutionalized population without disabilities ages 18 to 64 for whom poverty status is determined, the share whose income in the past 12 months was below the federal poverty level."
pop_cni_18to64_employed_dis,Employed,"# WITH Disabilities Age 18-64, Employed",C18120_004,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,NA,NA,employed,pos,,
pct_cni_18to64_employed_dis,Employed,"% WITH Disabilities Age 18-64, Employed",NA,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,"Employment: Employed, Age 18-64","According to the U.S. Census, people who are employed includes all civilians 16 years old and over who work as paid employees, work in their own business or profession, or worked on their own farm (Excluded from the employed are people whose only activity consisted of work around the house or unpaid volunteer work for religious, charitable, and similar organizations; also excluded are people on active duty in the United States Armed Forces.)",employed_pct,pos,"Working-age adults (18 to 64) in the state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty). Figures compare the labor-force status of people with and without disabilities. ""Employed"" and ""unemployed"" together make up the labor force.","Of the state's civilian noninstitutionalized population with disabilities ages 18 to 64, the share who are employed."
pop_cni_18to64_employed_nodis,Employed,"# WITHOUT Disabilities Age 18-64, Employed",C18120_005,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,NA,NA,employed,pos,,
pct_cni_18to64_employed_nodis,Employed,"% WITHOUT Disabilities Age 18-64, Employed",NA,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,NA,"According to the U.S. Census, people who are employed includes all civilians 16 years old and over who work as paid employees, work in their own business or profession, or worked on their own farm (Excluded from the employed are people whose only activity consisted of work around the house or unpaid volunteer work for religious, charitable, and similar organizations; also excluded are people on active duty in the United States Armed Forces.)",employed_pct,pos,,"Of the state's civilian noninstitutionalized population without disabilities ages 18 to 64, the share who are employed."
pop_cni_18to64_unemployed_dis,Unemployed,"# WITH Disabilities Age 18-64, Unemployed",C18120_007,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,NA,NA,unemployed,neg,,
pct_cni_18to64_unemployed_dis,Unemployed,"% WITH Disabilities Age 18-64, Unemployed",NA,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,"Employment: Unemployed, Age 18-64","According to the U.S. Census, people who are unemployed includes all civilians 16 years old who are not employed and were actively looking for work and are available to accept a job.",unemployed_pct,neg,"Working-age adults (18 to 64) in the state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty). ""Unemployed"" means not working but actively looking for work. Figures compare people with and without disabilities.","Of the state's civilian noninstitutionalized population with disabilities ages 18 to 64, the share who are unemployed (not working, but actively looking for work). This is a share of the full age group, not of the labor force."
pop_cni_18to64_unemployed_nodis,Unemployed,"# WITHOUT Disabilities Age 18-64, Unemployed",C18120_008,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,NA,NA,unemployed,neg,,
pct_cni_18to64_nodis_unemployed,Unemployed,"% WITHOUT Disabilities Age 18-64, Unemployed",NA,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,NA,"According to the U.S. Census, people who are unemployed includes all civilians 16 years old who are not employed and were actively looking for work and are available to accept a job.",unemployed_pct,neg,,"Of the state's civilian noninstitutionalized population without disabilities ages 18 to 64, the share who are unemployed (not working, but actively looking for work). This is a share of the full age group, not of the labor force."
pop_cni_18to64_notlabor_dis,Not In Labor Force,"# WITH Disabilities Age 18-64, Not in Labor Force",C18120_010,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,NA,NA,notlabor,neg,,
pct_cni_18to64_notlabor_dis,Not In Labor Force,"% WITH Disabilities Age 18-64, Not in Labor Force",NA,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,"Employment: Not In Labor Force, Age 18-64","According to the U.S. Census, people who are not in labor force includes all people 16 years old and over who have no job and who are not looking for one. They are not classified as members of the labor force (those who are employed or unemployed). People not in the labor force include students, housewives, retired workers, seasonal workers interviewed in an off season who were not looking for work, institutionalized people, and people doing only incidental unpaid family work (less than 15 hours/week).",notlabor_pct,neg,"Working-age adults (18 to 64) in the state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty). ""Not in the labor force"" means neither working nor looking for work. Figures compare people with and without disabilities.","Of the state's civilian noninstitutionalized population with disabilities ages 18 to 64, the share who are not in the labor force (neither working nor looking for work)."
pop_cni_18to64_notlabor_nodis,Not In Labor Force,"# WITHOUT Disabilities Age 18-64, Not in Labor Force",C18120_011,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,NA,NA,notlabor,neg,,
pct_cni_18to64_notlabor_nodis,Not In Labor Force,"% WITHOUT Disabilities Age 18-64, Not in Labor Force",NA,2020-2024 American Community Survey 5-Year Estimates (C18120),False,False,False,True,True,comp,NA,"According to the U.S. Census, people who are not in labor force includes all people 16 years old and over who have no job and who are not looking for one. They are not classified as members of the labor force (those who are employed or unemployed). People not in the labor force include students, housewives, retired workers, seasonal workers interviewed in an off season who were not looking for work, institutionalized people, and people doing only incidental unpaid family work (less than 15 hours/week).",notlabor_pct,neg,,"Of the state's civilian noninstitutionalized population without disabilities ages 18 to 64, the share who are not in the labor force (neither working nor looking for work)."
pop_cni_16plus_medincome_dis,Income,"Median Individual Income WITH Disabilities, Age 16 or Older",B18140_002,2020-2024 American Community Survey 5-Year Estimates (B18140),False,False,False,True,True,comp,Income: Median,"The U.S. Census Bureau indicates that median individual income is the income cut-off where half of the households in a state earn more, and half earn less.",grtoeq_16_med_individual_income,pos,"People aged 16 and older in the state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) who had earnings in the past 12 months. Figures compare the median (midpoint) earnings of workers with and without disabilities, in inflation-adjusted 2024 dollars.","The median (midpoint) earnings in the past 12 months of the state's workers with disabilities ages 16 and older who had earnings, in inflation-adjusted 2024 dollars. Half earned more, half earned less."
pop_cni_16plus_medincome_nodis,Income,"Median Individual Income WITHOUT Disabilities, Age 16 or Older",B18140_005,2020-2024 American Community Survey 5-Year Estimates (B18140),False,False,False,True,True,comp,NA,"The U.S. Census Bureau indicates that median individual income is the income cut-off where half of the households in a state earn more, and half earn less.",grtoeq_16_med_individual_income,pos,,"The median (midpoint) earnings in the past 12 months of the state's workers without disabilities ages 16 and older who had earnings, in inflation-adjusted 2024 dollars. Half earned more, half earned less."
mortgage_burdened_households,Mortgage Burden,Households Considered Mortgage Burdened,NA,2020-2024 American Community Survey 5-Year Estimates (B25070/B25091),False,False,False,True,True,standalone,NA,NA,NA,neg,,
pct_households_mortgage_burdened,Mortgage Burden,% of Households Considered Mortgage Burdened,NA,2020-2024 American Community Survey 5-Year Estimates (B25070/B25091),False,False,False,True,True,standalone,Housing Burden: Mortgage,The U.S. Census defines owner or mortgage burden as those who spend more than 30 percent of their income on housing costs for homeowners. This data is general to the population and is an indicator of housing affordability in a location.,NA,neg,"Owner-occupied households in the state that carry a mortgage. A household is ""mortgage burdened"" when selected monthly owner costs take 30% or more of household income. This measure covers all such households and is not broken out by disability.","Of the state's owner-occupied households with a mortgage, the share paying 30% or more of household income toward selected monthly owner costs. Covers all such households, not only those with a disabled member."
total_rent_burdened,Rent Burden,Households Considered Rent Burdened,NA,2020-2024 American Community Survey 5-Year Estimates (B25070/B25091),False,False,False,True,True,standalone,NA,NA,NA,neg,,
pct_rent_burdened,Rent Burden,% of Households Considered Rent Burdened,NA,2020-2024 American Community Survey 5-Year Estimates (B25070/B25091),False,False,False,True,True,standalone,Housing Burden: Rent,The U.S. Census defines rent burden as those who spend more than 30 percent of their income on housing costs for renters. This data is general to the population and is an indicator of rent affordability in a location.,NA,neg,"Renter-occupied households in the state. A household is ""rent burdened"" when gross rent (contract rent plus utilities) takes 30% or more of household income. This measure covers all renter households and is not broken out by disability.","Of the state's renter-occupied households, the share paying 30% or more of household income toward gross rent (rent plus utilities). Covers all renter households, not only those with a disabled member."
pwd_computer,Computer,"# WITH Disabilities, Access to Laptop or Desktop",LAPTOP,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (LAPTOP),False,False,True,False,True,standalone,NA,NA,NA,pos,,
pwod_computer,Computer,"# WITHOUT Disabilities, Access to Laptop or Desktop",LAPTOP,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (LAPTOP),False,False,True,False,True,standalone,NA,NA,NA,pos,,
pwd_computer_pct,Computer,"% WITH Disabilities, Access to Laptop or Desktop",LAPTOP,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (LAPTOP),False,False,True,False,True,standalone,Tech Access: Computer,"The share of people with a disability living in a household that reports owning or using a laptop or desktop computer. The question is asked of households, so people living in group quarters are outside the universe and are excluded from both the count and the base.",NA,pos,"People in the state's civilian noninstitutionalized population who live in households. Computer and internet access is a household characteristic. Figures compare people with and without disabilities. Based on the ACS Public Use Microdata Sample, so estimates carry wider margins of error than the published ACS tables.","Of the state's population with disabilities living in households, the share whose household has a laptop or desktop computer. From the ACS microdata sample; subject to wider margins of error."
pwod_computer_pct,Computer,"% WITHOUT Disabilities, Access to Laptop or Desktop",LAPTOP,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (LAPTOP),False,False,True,False,True,standalone,NA,NA,NA,pos,,"Of the state's population without disabilities living in households, the share whose household has a laptop or desktop computer. From the ACS microdata sample; subject to wider margins of error."
pwd_int,Internet,"# WITH Disabilities, Access to Internet",ACCESSINET,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (ACCESSINET),False,False,True,False,True,standalone,NA,NA,NA,pos,,
pwd_int_pct,Internet,"% WITH Disabilities, Access to Internet",ACCESSINET,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (ACCESSINET),False,False,True,False,True,standalone,Tech Access: Internet,"The share of people with a disability living in a household with internet access, whether or not the household pays for it. The question is asked of households, so people living in group quarters are outside the universe and are excluded from both the count and the base.",NA,pos,"People in the state's civilian noninstitutionalized population who live in households. Computer and internet access is a household characteristic. Figures compare people with and without disabilities. Based on the ACS Public Use Microdata Sample, so estimates carry wider margins of error than the published ACS tables.","Of the state's population with disabilities living in households, the share whose household has an internet subscription. From the ACS microdata sample; subject to wider margins of error."
pwod_int,Internet,"# WITHOUT Disabilities, Access to Internet",ACCESSINET,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (ACCESSINET),False,False,True,False,True,standalone,NA,NA,NA,pos,,
pwod_int_pct,Internet,"% WITHOUT Disabilities, Access to Internet",ACCESSINET,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (ACCESSINET),False,False,True,False,True,standalone,NA,NA,NA,pos,,"Of the state's population without disabilities living in households, the share whose household has an internet subscription. From the ACS microdata sample; subject to wider margins of error."
pwd_smartphone,Smartphone,"# WITH Disabilities, Access to Smartphone",SMARTPHONE,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (SMARTPHONE),False,False,True,False,True,standalone,NA,NA,NA,pos,,
pwd_smartphone_pct,Smartphone,"% WITH Disabilities, Access to Smartphone",SMARTPHONE,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (SMARTPHONE),False,False,True,False,True,standalone,Tech Access: Smartphone,"The share of people with a disability living in a household that reports owning or using a smartphone. The question is asked of households, so people living in group quarters are outside the universe and are excluded from both the count and the base.",NA,pos,"People in the state's civilian noninstitutionalized population who live in households. Device access is a household characteristic. Figures compare people with and without disabilities. Based on the ACS Public Use Microdata Sample, so estimates carry wider margins of error than the published ACS tables.","Of the state's population with disabilities living in households, the share whose household has a smartphone. From the ACS microdata sample; subject to wider margins of error."
pwod_smartphone,Smartphone,"# WITHOUT Disabilities, Access to Smartphone",SMARTPHONE,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (SMARTPHONE),False,False,True,False,True,standalone,NA,NA,NA,pos,,
pwod_smartphone_pct,Smartphone,"% WITHOUT Disabilities, Access to Smartphone",SMARTPHONE,2020-2024 American Community Survey 5-Year Public Use Microdata Sample (SMARTPHONE),False,False,True,False,True,standalone,NA,NA,NA,pos,,"Of the state's population without disabilities living in households, the share whose household has a smartphone. From the ACS microdata sample; subject to wider margins of error."
pct_cni_hoh_hcv_dis,Housing Choice Vouchers,% of HCV Households where Head of Household has a Disability,NA,"HUD Picture of Subsidized Households (POSH), 2025",False,True,False,False,True,standalone,Housing Access: HCV Disabled Head of Household,Source: HUD Picture of Subsidized Households (POSH). Percentage of Housing Choice Voucher households where the head of household or spouse/co-head has a disability. Higher values indicate greater access to voucher-based housing for people with disabilities.,NA,pos,"Households in the state that receive federal rental assistance through the Housing Choice Voucher program, as reported by HUD. The figure is the share whose head of household (or spouse/co-head) is recorded as having a disability.","Of the state's households using a Housing Choice Voucher, the share whose head of household (or spouse/co-head) is recorded by HUD as having a disability."
pct_cni_hoh_pubhousing_dis,Public Housing,% of Public Housing Households where Head of Household has a Disability,NA,"HUD Picture of Subsidized Households (POSH), 2025",False,True,False,False,True,standalone,Housing Access: Public Housing Disabled Head of Household,Source: HUD Picture of Subsidized Households (POSH). Percentage of Public Housing households where the head of household or spouse/co-head has a disability. Higher values indicate greater access to public housing for people with disabilities.,NA,pos,"Households in the state living in public housing operated by a local housing authority, as reported by HUD. The figure is the share whose head of household (or spouse/co-head) is recorded as having a disability.","Of the state's public-housing households, the share whose head of household (or spouse/co-head) is recorded by HUD as having a disability."
pop_cni_under18_poverty_dis,Below Poverty Line Under 18,"# WITH Disabilities Under Age 18, Living Below Poverty Level",C18130_004,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,NA,below_poverty_under18,neg,,
pct_cni_under18_poverty_dis,Below Poverty Line Under 18,"% WITH Disabilities Under Age 18, Living Below Poverty Level",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,"Poverty: Living Below Poverty Line, Under 18","The U.S. Census Bureau defines living below the poverty threshold as making less than $17,196 for one person, $23,011 for a couple or $26,172 for a family of 4. Poverty status is not determined for people in institutions.",below_poverty_pct_under18,neg,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) under age 18 for whom the Census Bureau determines poverty status. Figures compare children with and without disabilities on whether their family income falls below the federal poverty threshold.","Of the state's civilian noninstitutionalized population with disabilities under age 18 for whom poverty status is determined, the share whose income in the past 12 months was below the federal poverty level."
pop_cni_under18_poverty_nodis,Below Poverty Line Under 18,"# WITHOUT Disabilities Under Age 18, Living Below Poverty Level",C18130_007,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,NA,below_poverty_under18,neg,,
pct_cni_under18_poverty_nodis,Below Poverty Line Under 18,"% WITHOUT Disabilities Under Age 18, Living Below Poverty Level",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,"The U.S. Census Bureau defines living below the poverty threshold as making less than $17,196 for one person, $23,011 for a couple or $26,172 for a family of 4. Poverty status is not determined for people in institutions.",below_poverty_pct_under18,neg,,"Of the state's civilian noninstitutionalized population without disabilities under age 18 for whom poverty status is determined, the share whose income in the past 12 months was below the federal poverty level."
pop_cni_65plus_poverty_dis,Below Poverty Line Age 65+,"# WITH Disabilities Age 65 or Older, Living Below Poverty Level",C18130_018,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,NA,below_poverty_65plus,neg,,
pct_cni_65plus_poverty_dis,Below Poverty Line Age 65+,"% WITH Disabilities Age 65 or Older, Living Below Poverty Level",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,"Poverty: Living Below Poverty Line, Age 65+","The U.S. Census Bureau defines living below the poverty threshold as making less than $17,196 for one person, $23,011 for a couple or $26,172 for a family of 4. Poverty status is not determined for people in institutions.",below_poverty_pct_65plus,neg,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 65 and older for whom the Census Bureau determines poverty status. Figures compare people with and without disabilities on whether their family income falls below the federal poverty threshold.","Of the state's civilian noninstitutionalized population with disabilities ages 65 and older for whom poverty status is determined, the share whose income in the past 12 months was below the federal poverty level."
pop_cni_65plus_poverty_nodis,Below Poverty Line Age 65+,"# WITHOUT Disabilities Age 65 or Older, Living Below Poverty Level",C18130_021,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,NA,below_poverty_65plus,neg,,
pct_cni_65plus_poverty_nodis,Below Poverty Line Age 65+,"% WITHOUT Disabilities Age 65 or Older, Living Below Poverty Level",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,"The U.S. Census Bureau defines living below the poverty threshold as making less than $17,196 for one person, $23,011 for a couple or $26,172 for a family of 4. Poverty status is not determined for people in institutions.",below_poverty_pct_65plus,neg,,"Of the state's civilian noninstitutionalized population without disabilities ages 65 and older for whom poverty status is determined, the share whose income in the past 12 months was below the federal poverty level."
pop_cni_allages_poverty_dis,Below Poverty Line All Ages,"# WITH Disabilities, All Ages, Living Below Poverty Level",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,NA,below_poverty_allages,neg,,
pct_cni_allages_poverty_dis,Below Poverty Line All Ages,"% WITH Disabilities, All Ages, Living Below Poverty Level",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,"Poverty: Living Below Poverty Line, All Ages","The U.S. Census Bureau defines living below the poverty threshold as making less than $17,196 for one person, $23,011 for a couple or $26,172 for a family of 4. Poverty status is not determined for people in institutions.",below_poverty_pct_allages,neg,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) of all ages for whom the Census Bureau determines poverty status. Figures compare people with and without disabilities on whether their family income falls below the federal poverty threshold.","Of the state's civilian noninstitutionalized population with disabilities of all ages for whom poverty status is determined, the share whose income in the past 12 months was below the federal poverty level."
pop_cni_allages_poverty_nodis,Below Poverty Line All Ages,"# WITHOUT Disabilities, All Ages, Living Below Poverty Level",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,NA,below_poverty_allages,neg,,
pct_cni_allages_poverty_nodis,Below Poverty Line All Ages,"% WITHOUT Disabilities, All Ages, Living Below Poverty Level",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,True,comp,NA,"The U.S. Census Bureau defines living below the poverty threshold as making less than $17,196 for one person, $23,011 for a couple or $26,172 for a family of 4. Poverty status is not determined for people in institutions.",below_poverty_pct_allages,neg,,"Of the state's civilian noninstitutionalized population without disabilities of all ages for whom poverty status is determined, the share whose income in the past 12 months was below the federal poverty level."
pop_cni_under18_povbase_dis,Poverty Universe,"# WITH Disabilities Under Age 18, Poverty Status Determined",C18130_003,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,False,comp,NA,NA,poverty_universe_under18,NA,,
pop_cni_under18_povbase_nodis,Poverty Universe,"# WITHOUT Disabilities Under Age 18, Poverty Status Determined",C18130_006,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,False,comp,NA,NA,poverty_universe_under18,NA,,
pop_cni_18to64_povbase_dis,Poverty Universe,"# WITH Disabilities Age 18 - 64, Poverty Status Determined",C18130_010,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,False,comp,NA,NA,poverty_universe_18to64,NA,,
pop_cni_18to64_povbase_nodis,Poverty Universe,"# WITHOUT Disabilities Age 18 - 64, Poverty Status Determined",C18130_013,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,False,comp,NA,NA,poverty_universe_18to64,NA,,
pop_cni_65plus_povbase_dis,Poverty Universe,"# WITH Disabilities Age 65 or Older, Poverty Status Determined",C18130_017,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,False,comp,NA,NA,poverty_universe_65plus,NA,,
pop_cni_65plus_povbase_nodis,Poverty Universe,"# WITHOUT Disabilities Age 65 or Older, Poverty Status Determined",C18130_020,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,False,comp,NA,NA,poverty_universe_65plus,NA,,
pop_cni_allages_povbase_dis,Poverty Universe,"# WITH Disabilities, All Ages, Poverty Status Determined",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,False,comp,NA,NA,poverty_universe_allages,NA,,
pop_cni_allages_povbase_nodis,Poverty Universe,"# WITHOUT Disabilities, All Ages, Poverty Status Determined",NA,2020-2024 American Community Survey 5-Year Estimates (C18130),False,False,False,True,False,comp,NA,NA,poverty_universe_allages,NA,,
